term_normalized,sense_rank,pos,gender,definition,source
LOCHABER,1,N,m,"Municipalité de canton du Québec, dans l'Outaouais, au sein de la MRC de Papineau.",kaikki
LODEVE,1,N,f,"Commune française de l'Hérault, en Occitanie, au pied du Larzac, ancien siège épiscopal.",kaikki
LOEUILLY,1,N,,"Commune française du département de la Somme, dans les Hauts-de-France, au sud d'Amiens.",kaikki
LOGUDORAIS,1,N,m,"Principal ensemble de parlers du sarde, langue romane parlée dans le centre-nord de la Sardaigne.",kaikki
LOIC,1,N,m,"Prénom masculin d'origine bretonne, rapproché de Louis.",kaikki
LOIRE,1,N,f,"Plus long fleuve de France, qui naît en Ardèche et rejoint l'Atlantique en aval de Nantes.",kaikki
LOIRE,2,N,f,"Département d'Auvergne-Rhône-Alpes, de préfecture Saint-Étienne.",kaikki
LOIRET,1,N,m,"Département du Centre-Val de Loire, de préfecture Orléans.",kaikki
LOIRET,2,N,m,"Court affluent de la Loire qui lui donne son nom, résurgence des eaux du fleuve.",kaikki
LOISEAU,1,N,,Patronyme issu du nom commun « oiseau ».,kaikki
LOIZEAUX,1,N,,Patronyme.,kaikki
LOLA,1,N,f,Prénom féminin.,kaikki
LOLLOBRIGIDA,1,N,,"Nom de famille italien, notamment porté par l'actrice Gina Lollobrigida, vedette du cinéma des années 1950.",kaikki
LOMBARDIE,1,N,f,"Région administrative du nord de l'Italie, la plus peuplée du pays, de chef-lieu Milan, dans la plaine du Pô.",kaikki
LOMMIS,1,N,,"Commune de Suisse, dans le canton de Thurgovie.",kaikki
LONGAGES,1,N,,"Commune française de la Haute-Garonne, en Occitanie, sur la Garonne.",kaikki
LONGARETTI,1,N,,Nom de famille d'origine italienne.,kaikki
LONGCHAMP,1,N,m,"Nom de trois communes françaises, en Côte-d'Or, en Haute-Marne et dans les Vosges.",kaikki
LONGCHAMP,2,N,m,"Hippodrome du bois de Boulogne, à Paris, et marque de maroquinerie.",kaikki
LONGUEIL,1,N,,"Commune française de la Seine-Maritime, en Normandie.",kaikki
LONGUEIL,2,N,,Nom de famille.,kaikki
LONGUEUIL,1,N,,"Ville du Québec, sur la rive sud du Saint-Laurent, face à Montréal, dans la région de la Montérégie.",kaikki
LONGYEARBYEN,1,N,,"Principale localité et centre administratif du Svalbard, archipel norvégien de l'Arctique ; l'une des agglomérations les plus septentrionales du monde.",kaikki
LOPOULOFF,1,N,,Transcription française du patronyme russe Луполов (Lupolov).,kaikki
LORANGER,1,N,,Patronyme.,kaikki
LORIAUX,1,N,,Patronyme.,kaikki
LORIENT,1,N,m,"Ville portuaire du Morbihan, en Bretagne, ancien comptoir de la Compagnie des Indes, aujourd'hui base navale et port de pêche.",kaikki
LORIMIER,1,N,m,Patronyme issu de l’ancien français.,kaikki
LORIOL,1,N,,Patronyme français.,kaikki
LORMIER,1,N,m,Patronyme issu de l’ancien français.,kaikki
LORRAINVILLE,1,N,f,"Municipalité du Québec, en Abitibi-Témiscamingue, au sein de la MRC de Témiscamingue.",kaikki
LOSC,1,N,,"Sigle du Lille Olympique Sporting Club, club de football professionnel de Lille.",kaikki
LOTBINIERE,1,N,m,"Municipalité régionale de comté du Québec, dans Chaudière-Appalaches, sur la rive sud du Saint-Laurent.",kaikki
LOTHAIRE,1,N,m,Prénom masculin issu du moyen français Lothaire.,kaikki
LOTHARINGIE,1,N,f,"Royaume du haut Moyen Âge né du partage de l'empire carolingien en 843, s'étendant de la mer du Nord aux Alpes ; à l'origine du nom de la Lorraine.",kaikki
LOU,1,N,,"Prénom mixte, employé seul ou comme forme abrégée de Louis ou de Louise.",kaikki
LOUAILLIER,1,N,,Patronyme.,kaikki
LOUATAH,1,N,,Patronyme d’origine arabe.,kaikki
LOUBERSENAC,1,N,,"Lieu-dit de la commune de Lescure, en Ariège.",kaikki
LOUBET,1,N,,Patronyme d’origine occitane.,kaikki
LOUBIER,1,N,,Patronyme.,kaikki
LOUBIGEAC,1,N,,"Lieu-dit de la commune de Brassac, dans le Tarn-et-Garonne.",kaikki
LOUDEAC,1,N,f,"Commune française des Côtes-d'Armor, au centre de la Bretagne.",kaikki
LOUDUN,1,N,,"Commune française de la Vienne, en Nouvelle-Aquitaine, connue pour l'affaire des possédées et le supplice du curé Urbain Grandier en 1634.",kaikki
LOUGA,1,N,,"Ville du nord-ouest du Sénégal, chef-lieu de région, à la lisière du Ferlo.",kaikki
LOUGANSK,1,N,,"Variante graphique de Louhansk, ville de l'est de l'Ukraine.",kaikki
LOUHANSK,1,N,,"Ville de l'est de l'Ukraine, dans le bassin houiller du Donbass, chef-lieu de l'oblast homonyme.",kaikki
LOUHANSK,2,N,,Cet oblast.,kaikki
LOUHOSSOA,1,N,,"Commune française des Pyrénées-Atlantiques, au Pays basque, sur la Nive.",kaikki
LOUISBOURG,1,N,,"Localité de l'île du Cap-Breton, en Nouvelle-Écosse, au Canada, où subsiste une forteresse française du XVIIIe siècle reconstituée.",kaikki
LOUISIANE,1,N,f,"État du sud des États-Unis, sur le golfe du Mexique, de capitale Bâton-Rouge.",kaikki
LOUISIANE,2,N,f,Vaste territoire français d'Amérique du Nord cédé aux États-Unis en 1803.,kaikki
LOUISVILLE,1,N,,"Ville des États-Unis, dans le Kentucky, sur l'Ohio, connue pour sa course hippique, le Kentucky Derby.",kaikki
LOUJAINE,1,N,f,"Prénom féminin d’origine arabe, équivalent français de l’anglais Loujain.",kaikki
LOUVAIN,1,N,,"Ville de Belgique, chef-lieu du Brabant flamand, siège d'une université catholique fondée au XVe siècle.",kaikki
LOUVOIS,1,N,,"Patronyme, porté notamment par le marquis de Louvois (1641-1691), secrétaire d'État à la Guerre de Louis XIV.",kaikki
LOUVRE,1,N,m,"Ancien palais royal de Paris, sur la rive droite de la Seine, devenu l'un des plus vastes musées d'art du monde.",kaikki
LOUYS,1,N,m,"Nom de famille, notamment porté par l'écrivain français Pierre Louÿs, auteur des Chansons de Bilitis et d'Aphrodite.",kaikki
LOW,1,N,m,"Municipalité de canton du Québec, dans l'Outaouais, au sein de la MRC de La Vallée-de-la-Gatineau.",kaikki
LOWIES,1,N,m,"Nom de famille et prénom masculin d'origine néerlandaise, apparenté à Louis.",kaikki
LOZEAU,1,N,,Patronyme.,kaikki
LOZERE,1,N,f,"Département d'Occitanie, le moins peuplé de France, de préfecture Mende.",kaikki
LOZERE,2,N,f,"Mont Lozère, point culminant des Cévennes, à 1 699 mètres.",kaikki
LR,1,N,m,"Sigle des Républicains, parti de droite français héritier de l'UMP, fondé en 2015.",kaikki
LREM,1,N,f,"Sigle de La République en marche, parti français fondé en 2016 pour soutenir Emmanuel Macron, devenu Renaissance en 2022.",kaikki
LUBBON,1,N,m,"Commune française du département des Landes, en Nouvelle-Aquitaine.",kaikki
LUC,1,N,m,"Auteur traditionnel du troisième Évangile et des Actes des Apôtres, compagnon de Paul.",kaikki
LUC,2,N,m,Prénom masculin.,kaikki
LUC,3,N,m,Nom de plusieurs petites communes françaises.,kaikki
LUCAIN,1,N,m,"Poète latin du Ier siècle, neveu de Sénèque, auteur de la Pharsale, contraint au suicide par Néron.",kaikki
LUCANIE,1,N,f,"Région de l'Italie antique, au sud de la péninsule, correspondant à l'actuelle Basilicate et au Cilento.",kaikki
LUCAS,1,N,m,"Prénom masculin, forme latinisée de Luc, également porté comme nom de famille.",kaikki
LUCERNE,1,N,,"Ville de Suisse centrale, au bord du lac des Quatre-Cantons.",kaikki
LUCERNE,2,N,,Canton alémanique dont elle est le chef-lieu.,kaikki
LUCHEUX,1,N,m,"Commune française du département de la Somme, dans les Hauts-de-France, dotée d'un château médiéval.",kaikki
LUCHON,1,N,,"Nom usuel de Bagnères-de-Luchon, station thermale et de montagne de la Haute-Garonne, dans les Pyrénées.",kaikki
LUCIE,1,N,f,"Prénom féminin, équivalent français de l’anglais Lucy.",kaikki
LUCIFER,1,N,m,"Nom donné à l'ange déchu identifié à Satan dans la tradition chrétienne, à partir d'un passage d'Isaïe évoquant l'astre du matin.",kaikki
LUCILLE,1,N,f,Prénom féminin.,kaikki
LUCON,1,N,,"Plus grande île des Philippines, au nord de l'archipel, où se trouve Manille.",kaikki
LUCON,2,N,,"Commune de Vendée, en Nouvelle-Aquitaine, ancien évêché dont Richelieu fut titulaire.",kaikki
LUCRECE,1,N,,"Poète et philosophe latin du Ier siècle avant notre ère, auteur du De rerum natura, exposé de l'atomisme épicurien.",kaikki
LUCRECE,2,N,,"Matrone romaine dont le suicide, après un viol, aurait entraîné la fin de la royauté selon la tradition.",kaikki
LUCRECE,3,N,,"Prénom, masculin ou féminin.",kaikki
LUDIVINE,1,N,f,Prénom féminin.,kaikki
LUDOVIC,1,N,m,Prénom masculin.,kaikki
LULLY,1,N,,"Jean-Baptiste Lully, compositeur d'origine italienne, maître de la musique à la cour de Louis XIV.",kaikki
LULLY,2,N,,"Commune de Suisse, dans le canton de Vaud.",kaikki
LUMEAU,1,N,,"Commune française d'Eure-et-Loir, en Centre-Val de Loire, dans la Beauce.",kaikki
LUMINET,1,N,,Patronyme français.,kaikki
LUMME,1,N,,Nom de famille d'origine finlandaise.,kaikki
LUNEBOURG,1,N,,"Ville d'Allemagne, en Basse-Saxe, enrichie au Moyen Âge par le commerce du sel, qui a donné son nom à la lande voisine.",kaikki
LUNENBURG,1,N,,"Ville portuaire et comté de la Nouvelle-Écosse, au Canada, fondés par des colons germanophones au XVIIIe siècle, au vieux centre inscrit au patrimoine mondial.",kaikki
LUONG,1,N,,Patronyme d’origine vietnamienne.,kaikki
LURE,1,N,,"Commune française de la Haute-Saône, en Bourgogne-Franche-Comté, au pied des Vosges.",kaikki
LUSACE,1,N,f,"Région historique d'Europe centrale, partagée entre l'Allemagne, la Pologne et la Tchéquie, foyer de la minorité slave sorabe.",kaikki
LUSSAC,1,N,,Patronyme d’origine occitane.,kaikki
LUTECE,1,N,f,"Nom antique de l'agglomération gallo-romaine établie sur le site de Paris, chez les Parisii.",kaikki
LUU,1,N,,Patronyme d’origine vietnamienne.,kaikki
LUXEMBOURG,1,N,m,"État d'Europe occidentale, grand-duché membre fondateur de l'Union européenne, et sa capitale homonyme.",kaikki
LUXEMBOURG,2,N,m,Province du sud-est de la Belgique.,kaikki
LUXEMBOURG,3,N,m,"Jardin public du centre de Paris, autour du palais du même nom, siège du Sénat.",kaikki
LUYNES,1,N,,"Ancienne commune d'Indre-et-Loire rattachée à Tours, avec son château.",kaikki
LUYNES,2,N,,Localité du pays d'Aix et rivière de Provence qui la traverse.,kaikki
LUYNES,3,N,,"Nom d'une maison ducale française issue de Charles d'Albert, favori de Louis XIII.",kaikki
LUZAC,1,N,m,"Hameau de la commune de Saint-Just-Luzac, en Charente-Maritime.",kaikki
LV,1,N,,Sigle de la maison de luxe Louis Vuitton.,kaikki
LV,2,N,,"Dans le langage scolaire français, abréviation de langue vivante.",kaikki
LY,1,N,,Patronyme d’origine vietnamienne.,kaikki
LYCAONIE,1,N,f,"Région de l'intérieur de l'Asie Mineure, au nord du Taurus, dans l'actuelle Turquie, traversée par saint Paul.",kaikki
LYCIE,1,N,f,"Région montagneuse du sud-ouest de l'Asie Mineure, sur la côte méditerranéenne, dans l'actuelle Turquie, jadis dotée d'institutions fédérales.",kaikki
LYCOPHRON,1,N,m,"Poète et grammairien grec du IIIe siècle avant notre ère, rattaché à Alexandrie, auteur du poème obscur Alexandra.",kaikki
LYCOREE,1,N,,"Dans la mythologie grecque, fils d'Apollon.",kaikki
LYCOREE,2,N,,"Ancienne bourgade des hauteurs du Parnasse, au-dessus de Delphes.",kaikki
LYCURGUE,1,N,m,"Législateur semi-légendaire de Sparte, auquel la tradition attribue les institutions militaires et sociales de la cité.",kaikki
LYDIA,1,N,f,"Prénom féminin, forme latinisée de Lydie.",kaikki
LYDIE,1,N,f,"Royaume antique de l'ouest de l'Asie Mineure, réputé pour sa richesse et le roi Crésus, où serait née la monnaie frappée.",kaikki
LYDIE,2,N,f,"Marchande de pourpre convertie par saint Paul à Philippes, dans les Actes des Apôtres.",kaikki
LYDIE,3,N,f,Prénom féminin.,kaikki
LYNE,1,N,f,Prénom féminin.,kaikki
LYON,1,N,m,"Troisième ville de France, préfecture du Rhône et chef-lieu de la région Auvergne-Rhône-Alpes, au confluent du Rhône et de la Saône.",kaikki
LYSANDRE,1,N,m,"Général et homme d'État spartiate, vainqueur d'Athènes à la fin de la guerre du Péloponnèse en 404 avant notre ère.",kaikki
LYSANDRE,2,N,m,Prénom mixte.,kaikki
LYSIAS,1,N,m,"Orateur athénien des Ve et IVe siècles avant notre ère, compté parmi les dix orateurs attiques, réputé pour la clarté de ses plaidoyers.",kaikki
LYSTRE,1,N,,"Cité antique de l'Anatolie centrale, dans l'actuelle Turquie, évangélisée par saint Paul et patrie de son compagnon Timothée.",kaikki
MAASTRICHT,1,N,,"Ville du sud des Pays-Bas, chef-lieu de la province du Limbourg, sur la Meuse, où fut signé en 1992 le traité fondant l'Union européenne.",kaikki
MABILLARD,1,N,,"Nom de famille d'origine suisse, surtout valaisan.",kaikki
MACAIRE,1,N,m,"Prénom masculin, porté notamment par saint Macaire d'Égypte, moine du IVe siècle.",kaikki
MACAMIC,1,N,m,"Ville du Québec, en Abitibi-Témiscamingue, au sein de la MRC d'Abitibi-Ouest.",kaikki
MACARY,1,N,,Patronyme d’origine occitane.,kaikki
MACAYE,1,N,,"Commune française des Pyrénées-Atlantiques, au Pays basque, en Nouvelle-Aquitaine.",kaikki
MACDO,1,N,m,"Abréviation familière désignant la chaîne de restauration rapide McDonald's, parfois employée pour la restauration rapide en général.",kaikki
MACHERET,1,N,,Patronyme.,kaikki
MACHHAD,1,N,,"Deuxième ville d'Iran, dans le nord-est du pays, grand lieu de pèlerinage chiite autour du mausolée de l'imam Reza.",kaikki
MACKENDY,1,N,m,Prénom masculin issu du créole haïtien.,kaikki
MACKINNON,1,N,,"Nom de famille écossais d'origine gaélique, rattaché à un clan des Hébrides.",kaikki
MACQUAIRE,1,N,,Patronyme.,kaikki
MACROBE,1,N,m,"Écrivain latin du début du Ve siècle, auteur des Saturnales et d'un commentaire du Songe de Scipion.",kaikki
MACRONIE,1,N,f,"Terme journalistique désignant la France sous la présidence d'Emmanuel Macron et, par extension, l'ensemble de ses soutiens.",kaikki
MADAGASCAR,1,N,f,"Grande île de l'océan Indien, au large de l'Afrique de l'Est, et État qui l'occupe, de capitale Antananarivo.",kaikki
MADAUNE,1,N,,Patronyme d’origine occitane.,kaikki
MADAURE,1,N,m,"Cité de l'Afrique romaine, dans l'actuelle Algérie, patrie de l'écrivain Apulée et lieu d'études de saint Augustin.",kaikki
MADIERE,1,N,m,"Commune française du département de l'Ariège, en Occitanie.",kaikki
MADRID,1,N,m,"Capitale de l'Espagne, au centre du pays, sur le plateau de la Meseta ; le nom désigne aussi la communauté autonome et la province qui l'entourent.",kaikki
MAEL,1,N,m,"Prénom masculin d’origine bretonne, signifiant « prince ».",kaikki
MAELLE,1,N,f,"Prénom féminin d’origine bretonne, signifiant « princesse ».",kaikki
MAELYS,1,N,f,Prénom féminin d’origine bretonne.,kaikki
MAEVA,1,N,f,Prénom féminin d'origine polynésienne.,kaikki
MAGALI,1,N,f,"Prénom féminin d’origine occitane, variante provençale de Marguerite.",kaikki
MAGALIE,1,N,f,"Prénom féminin d'origine provençale, variante de Magali.",kaikki
MAGARAT,1,N,m,"Lieu-dit porté par deux localités de l'Ariège, à Montseron et à Saint-Girons.",kaikki
MAGDEBOURG,1,N,m,"Ville d'Allemagne, chef-lieu de la Saxe-Anhalt, sur l'Elbe, en grande partie détruite pendant la guerre de Trente Ans puis en 1945.",kaikki
MAGELLAN,1,N,m,"Navigateur portugais du XVIe siècle, initiateur de la première circumnavigation du globe, tué aux Philippines avant son achèvement.",kaikki
MAGENDIE,1,N,,"Patronyme, porté notamment par François Magendie (1783-1855), physiologiste français.",kaikki
MAGHREB,1,N,m,"Ensemble régional du nord-ouest de l'Afrique, entre la Méditerranée et le Sahara, réunissant principalement le Maroc, l'Algérie et la Tunisie.",kaikki
MAGINOT,1,N,,"Patronyme, porté par André Maginot (1877-1932), homme politique français qui a donné son nom à la ligne Maginot.",kaikki
MAGNENCE,1,N,m,"Usurpateur romain du IVe siècle, proclamé empereur après la mort de Constant Ier.",kaikki
MAGNOL,1,N,,"Patronyme, porté par Pierre Magnol (1638-1715), botaniste français à l'origine du nom du magnolia.",kaikki
MAGNON,1,N,,Nom de famille français.,kaikki
MAGOUERY,1,N,,"Lieu-dit de la commune de Saint-Barnabé, dans les Côtes-d'Armor.",kaikki
MAGOUET,1,N,,"Autre lieu-dit situé sur la commune de Saint-Barnabé, dans les Côtes-d'Armor.",kaikki
MAHAMUDU,1,N,m,Prénom masculin.,kaikki
MAHAUT,1,N,f,"Prénom féminin issu de l’ancien français, d’usage historique, équivalent français de l’anglais Maud.",kaikki
MAHE,1,N,,"Petite ville du territoire de Pondichéry, en Inde, ancien comptoir français.",kaikki
MAHE,2,N,,Ancien territoire français d'Inde regroupant cette ville et plusieurs localités voisines.,kaikki
MAHE,3,N,,Île principale de l'archipel des Seychelles.,kaikki
MAHEUTRE,1,N,m,"Manche courte et rembourrée couvrant le bras de l'épaule au coude, portée sous l'Ancien Régime.",kaikki
MAHEUTRE,2,N,m,"Par extension, surnom donné aux soldats, notamment aux combattants protestants pendant les guerres de Religion.",kaikki
MAHMADI,1,N,m,Prénom masculin.,kaikki
MAHMOUD,1,N,m,Nom de famille et prénom masculin d'origine arabe.,kaikki
MAHOMET,1,N,m,Nom traditionnellement donné en français au prophète de l'islam.,kaikki
MAHORE,1,N,,Autre appellation de l'île de Mayotte.,kaikki
MAHREZ,1,N,,Patronyme français d’origine arabe.,kaikki
MAHTAB,1,N,,Transcription française d'un prénom féminin persan.,kaikki
MAIF,1,N,f,"Mutuelle assurance des instituteurs de France, société d'assurance mutualiste fondée à l'origine pour les enseignants.",kaikki
MAILHOT,1,N,m,Nom de famille surtout répandu au Canada.,kaikki
MAILLARD,1,N,,"Patronyme, porté notamment par Louis-Camille Maillard (1878-1936), chimiste français à l'origine de la réaction de Maillard.",kaikki
MAISONNEUVE,1,N,,Patronyme français signifiant littéralement « maison neuve ».,kaikki
MAISONNEUVE,2,N,,"Ancien village aujourd'hui intégré à l'île de Montréal, au Québec.",kaikki
MAISSA,1,N,f,Variante orthographique du prénom Maïssa.,kaikki
MAISTRE,1,N,,"Patronyme, porté notamment par l'écrivain et philosophe contre-révolutionnaire Joseph de Maistre (1753-1821).",kaikki
MAITE,1,N,f,"Prénom féminin d’origine basque, du basque Maite.",kaikki
MAIZOUE,1,N,,Patronyme.,kaikki
MAJEAU,1,N,,Patronyme.,kaikki
MAJEWSKI,1,N,,Patronyme d’origine polonaise.,kaikki
MAJORQUE,1,N,f,"Nom français de Majorque, la plus grande des îles Baléares, en Méditerranée.",kaikki
MAKAMBO,1,N,,Patronyme.,kaikki
MAKENSY,1,N,m,Prénom masculin issu du créole haïtien.,kaikki
MAKENZY,1,N,m,Prénom masculin issu du créole haïtien.,kaikki
MALACHIE,1,N,m,Forme française du nom du prophète biblique connu en anglais sous le nom de Malachi.,kaikki
MALAISIE,1,N,f,"Pays d'Asie du Sud-Est, dont la capitale est Kuala Lumpur.",kaikki
MALAKOFF,1,N,,"Commune des Hauts-de-Seine, en banlieue parisienne.",kaikki
MALARTIC,1,N,m,"Ville de la région de l'Abitibi-Témiscamingue, au Québec.",kaikki
MALAURY,1,N,m,Prénom masculin.,kaikki
MALDIVES,1,N,f,"État insulaire d'Asie du Sud, situé dans l'océan Indien.",kaikki
MALEBRANCHE,1,N,,Nom de famille français.,kaikki
MALEBRANCHE,2,N,,"Nicolas Malebranche, philosophe français du XVIIe siècle.",kaikki
MALESHERBES,1,N,f,"Ancienne commune du Loiret, en région Centre-Val de Loire.",kaikki
MALET,1,N,,Patronyme français.,kaikki
MALGOUYRES,1,N,,Patronyme d’origine occitane.,kaikki
MALICIA,1,N,f,Prénom féminin.,kaikki
MALLEMORT,1,N,,"Commune des Bouches-du-Rhône, en Provence-Alpes-Côte d'Azur.",kaikki
MALLUC,1,N,,"Lieu-dit de la commune de Saleich, en Haute-Garonne.",kaikki
MALNOE,1,N,,"Nom porté par plusieurs fermes et hameaux de Bretagne et des Pays de la Loire, notamment à Dingé, Drefféac et Pontchâteau.",kaikki
MALNOUE,1,N,f,"Nom porté par plusieurs fermes et hameaux de l'ouest de la France, notamment en Vendée, en Seine-et-Marne et en Maine-et-Loire, ainsi qu'un quartier d'Aubigny-sur-Nère, dans le Cher.",kaikki
MALNOUE,2,N,f,"Dans la légende, rivière souterraine malfaisante reliée à la Loire, réputée provoquer inondations et maladies.",kaikki
MALOU,1,N,f,Diminutif du prénom féminin Marie-Louise.,kaikki
MALOUET,1,N,,Patronyme.,kaikki
MAMADOU,1,N,m,Prénom masculin d’origine ouest-africaine.,kaikki
MAMERE,1,N,,"Patronyme français issu d’un sobriquet, porté notamment par le journaliste et homme politique Noël Mamère.",kaikki
MAMOUDOU,1,N,m,Prénom masculin.,kaikki
MANASSE,1,N,m,"Nom porté dans la Bible par un fils de Joseph, éponyme d'une tribu d'Israël, ainsi que par un roi de Juda.",kaikki
MANAUD,1,N,,"Lieu-dit de la commune de Lorp-Sentaraille, en Ariège.",kaikki
MANCE,1,N,,"Nom porté par deux localités : un village de la commune de Val de Briey, en Meurthe-et-Moselle, et un lieu-dit de la commune de Tayrac, en Lot-et-Garonne.",kaikki
MANCE,2,N,,Nom de famille français.,kaikki
MANCEY,1,N,,"Commune de Saône-et-Loire, en Bourgogne-Franche-Comté.",kaikki
MANCIOUX,1,N,m,"Commune de la Haute-Garonne, en Occitanie.",kaikki
MANCY,1,N,,"Nom porté par deux localités : une commune de la Marne, dans le canton d'Épernay, et un village de la commune de Bettelainville, en Moselle.",kaikki
MANDANDA,1,N,,"Patronyme, porté notamment par Steve Mandanda (né en 1985), gardien de but international français.",kaikki
MANDARD,1,N,,Patronyme français.,kaikki
MANDCHOUKOUO,1,N,m,"État fantoche créé par le Japon dans le nord-est de la Chine, entre 1932 et 1945.",kaikki
MANDCHOURIE,1,N,f,"Région du nord-est de la Chine regroupant historiquement le Liaoning, le Jilin et le Heilongjiang.",kaikki
MANDELBROT,1,N,,"Patronyme d’origine polonaise, porté par le mathématicien Benoît Mandelbrot.",kaikki
MANDEVILLE,1,N,f,"Municipalité de la région de Lanaudière, au Québec.",kaikki
MANDEVILLE,2,N,f,Nom de famille.,kaikki
MANDOSIO,1,N,,Patronyme français d’origine italienne.,kaikki
MANDRAUD,1,N,,Patronyme.,kaikki
MANDURIE,1,N,f,"Ville de la province de Tarente, dans les Pouilles, en Italie.",kaikki
MANGIONE,1,N,,Patronyme d’origine italienne.,kaikki
MANICHEE,1,N,m,"Nom français de Mani, fondateur perse du manichéisme au IIIe siècle.",kaikki
MANICOUAGAN,1,N,m,"Municipalité régionale de comté de la Côte-Nord, au Québec.",kaikki
MANITOBA,1,N,m,"Province de l'ouest du Canada, dont la capitale est Winnipeg.",kaikki
MANIWAKI,1,N,m,"Ville de la région de l'Outaouais, au Québec.",kaikki
MANOUCHIAN,1,N,m,"Patronyme français d’origine arménienne, porté par le résistant Missak Manouchian, entré au Panthéon.",kaikki
MANOUKIAN,1,N,m,Patronyme français d’origine arménienne.,kaikki
MANSOUL,1,N,,Patronyme.,kaikki
MANTCHOUKOUO,1,N,m,"Ancienne transcription française de l'État fantoche du Mandchoukouo, créé par le Japon en Mandchourie.",kaikki
MANTCHOURIE,1,N,f,"Ancienne orthographe de la Mandchourie, région historique du nord-est de la Chine.",kaikki
MANTOUE,1,N,f,"Province de Lombardie, en Italie.",kaikki
MANTOUE,2,N,f,"Ville d'Italie, chef-lieu de cette province.",kaikki
MAQUET,1,N,,"Patronyme, porté notamment par Auguste Maquet (1813-1888), écrivain français, collaborateur d'Alexandre Dumas.",kaikki
MARANDON,1,N,,Patronyme.,kaikki
MARAVAL,1,N,,Patronyme français.,kaikki
MARBOIS,1,N,,"Commune de l'Eure, et toponyme fréquent en France.",kaikki
MARCABRU,1,N,m,Troubadour occitan du XIIe siècle.,kaikki
MARCADE,1,N,,Patronyme français.,kaikki
MARCADET,1,N,,Nom de famille français.,kaikki
MARCAZEAU,1,N,,"Cours d'eau affluent du Salat, en Ariège.",kaikki
MARCEAU,1,N,,"Nom de famille français, porté notamment par le général révolutionnaire François Séverin Marceau.",kaikki
MARCELLE,1,N,f,"Prénom féminin, équivalent féminin de Marcel.",kaikki
MARCELLIN,1,N,m,"Prénom masculin, équivalent masculin de Marcelline.",kaikki
MARCELLINE,1,N,f,"Prénom féminin, équivalent féminin de Marcellin.",kaikki
MARCHANDEAU,1,N,,Patronyme français.,kaikki
MARCHANDOT,1,N,,Patronyme français.,kaikki
MARCHESSAULT,1,N,,Nom de famille français.,kaikki
MARCIAC,1,N,m,"Commune du Gers, en Occitanie, connue pour son festival de jazz.",kaikki
MARCOUX,1,N,,Nom de famille français.,kaikki
MARDOCHEE,1,N,m,"Personnage biblique, cousin et tuteur d'Esther dans l'Ancien Testament, connu en anglais sous le nom de Mordecai.",kaikki
MARFAUX,1,N,m,"Commune de la Marne, en Grand Est.",kaikki
MARIAN,1,N,m,Prénom masculin.,kaikki
MARIELLE,1,N,f,Diminutif du prénom Marie.,kaikki
MARIELLE,2,N,f,Nom de famille.,kaikki
MARIEVAL,1,N,,"Hameau de la province de la Saskatchewan, au Canada.",kaikki
MARIGNAC,1,N,,Nom porté par plusieurs petites communes françaises.,kaikki
MARIGNAC,2,N,,Nom de famille.,kaikki
MARIKO,1,N,f,Prénom féminin d’origine japonaise.,kaikki
MARILLIER,1,N,,Nom de famille français.,kaikki
MARILOU,1,N,f,Prénom féminin.,kaikki
MARINESCU,1,N,,Patronyme d’origine roumaine.,kaikki
MARINETTE,1,N,f,"Prénom féminin, diminutif de Marine.",kaikki
MARIOUPOL,1,N,,Ville portuaire ukrainienne sur la mer d'Azov.,kaikki
MARIPIER,1,N,f,Prénom féminin.,kaikki
MARITE,1,N,f,Diminutif du prénom Marie-Thérèse.,kaikki
MARIUS,1,N,m,Prénom masculin d’origine latine.,kaikki
MARJOLENE,1,N,f,"Prénom féminin, variante de Marjolaine.",kaikki
MARJORIE,1,N,f,Prénom féminin issu du grec ancien.,kaikki
MARLENE,1,N,f,"Prénom féminin d'origine allemande, contraction de Maria Magdalena.",kaikki
MARLIAC,1,N,m,"Commune de la Haute-Garonne, en Occitanie.",kaikki
MAROIS,1,N,,Nom de famille français.,kaikki
MAROTS,1,N,,"Lieu-dit de la commune de Castelbiague, en Haute-Garonne.",kaikki
MAROUSSIA,1,N,f,Prénom féminin d’origine ukrainienne.,kaikki
MARPSAT,1,N,,Patronyme.,kaikki
MARRAKECH,1,N,m,"Ville du Maroc, capitale de la région de Marrakech-Safi.",kaikki
MARRONI,1,N,,Nom de famille d'origine italienne.,kaikki
MARSEILLE,1,N,,"Ville du sud de la France, préfecture des Bouches-du-Rhône et capitale de la région Provence-Alpes-Côte d'Azur.",kaikki
MARSIQUE,1,N,f,"Région historique d'Italie, autour d'Avezzano, dans les Abruzzes.",kaikki
MARSON,1,N,,"Nom porté par plusieurs localités françaises, notamment une commune de la Marne près de Châlons-en-Champagne et un village du Maine-et-Loire près de Saumur.",kaikki
MARSOUI,1,N,,"Village de la région de la Gaspésie, au Québec.",kaikki
MARTHE,1,N,f,"Personnage biblique, sœur de Marie et de Lazare dans les Évangiles.",kaikki
MARTHE,2,N,f,Prénom féminin qui en est dérivé.,kaikki
MARTINEAU,1,N,,Patronyme.,kaikki
MARTIRE,1,N,,Patronyme.,kaikki
MARVAL,1,N,,Commune de la Haute-Vienne.,kaikki
MARVAL,2,N,,Nom de famille français.,kaikki
MARWAN,1,N,m,"Prénom masculin d'origine arabe, porté notamment par deux califes omeyyades.",kaikki
